model,ape_mean,name_accuracy,latency_ms_mean,cost_jpy_mean
google/gemma-4-31b-it,61.4853195164076,,2678.0833333333335,0.033515183500000004
gpt-5.4-mini,69.2573402417962,,1489.8333333333333,0.344540295
gpt-5.4,75.59009786989061,,2355.0833333333335,1.1575728375
moonshotai/kimi-k2.6,90.70236039147957,,13142.583333333334,2.004352577166667
